Reynolds Number: 17
Epoch 0, LR: 1.0000e-02, Loss: 2.4260e+00, Data Loss: 2.4259e+00, Physics Loss: 2.4823e-05 
Epoch 41000, LR: 1.0000e-07, Loss: 3.2161e-01, Data Loss: 3.1787e-01, Physics Loss: 3.7440e-03 
Epoch 42000, LR: 1.0000e-07, Loss: 3.2156e-01, Data Loss: 3.1782e-01, Physics Loss: 3.7443e-03 
Epoch 43000, LR: 1.0000e-07, Loss: 3.2150e-01, Data Loss: 3.1775e-01, Physics Loss: 3.7453e-03 
Epoch 44000, LR: 1.0000e-07, Loss: 3.2142e-01, Data Loss: 3.1768e-01, Physics Loss: 3.7470e-03 
Epoch 45000, LR: 1.0000e-07, Loss: 3.2134e-01, Data Loss: 3.1760e-01, Physics Loss: 3.7477e-03 
Epoch 46000, LR: 1.0000e-07, Loss: 3.2127e-01, Data Loss: 3.1752e-01, Physics Loss: 3.7479e-03 
Epoch 47000, LR: 1.0000e-07, Loss: 3.2119e-01, Data Loss: 3.1744e-01, Physics Loss: 3.7470e-03 
Epoch 48000, LR: 1.0000e-08, Loss: 3.2112e-01, Data Loss: 3.1737e-01, Physics Loss: 3.7449e-03 
Epoch 49000, LR: 1.0000e-08, Loss: 3.2111e-01, Data Loss: 3.1737e-01, Physics Loss: 3.7448e-03 
Mean L2 Error: 5.6341e+01 
Relative L2 Error: 8.7157e-01 
