Reynolds Number: 29
Epoch 0, LR: 1.0000e-02, Loss: 1.1958e+00, Data Loss: 1.1958e+00, Physics Loss: 2.3982e-05 
Epoch 19000, LR: 1.0000e-04, Loss: 1.5897e-01, Data Loss: 1.5715e-01, Physics Loss: 1.8245e-03 
Epoch 20000, LR: 1.0000e-04, Loss: 1.5455e-01, Data Loss: 1.5263e-01, Physics Loss: 1.9131e-03 
Epoch 21000, LR: 1.0000e-04, Loss: 1.5173e-01, Data Loss: 1.5021e-01, Physics Loss: 1.5252e-03 
Epoch 22000, LR: 1.0000e-04, Loss: 1.5025e-01, Data Loss: 1.4865e-01, Physics Loss: 1.6044e-03 
Epoch 23000, LR: 1.0000e-04, Loss: 1.4886e-01, Data Loss: 1.4757e-01, Physics Loss: 1.2860e-03 
Epoch 24000, LR: 1.0000e-05, Loss: 1.4802e-01, Data Loss: 1.4673e-01, Physics Loss: 1.2845e-03 
Epoch 25000, LR: 1.0000e-05, Loss: 1.4785e-01, Data Loss: 1.4665e-01, Physics Loss: 1.2048e-03 
Epoch 26000, LR: 1.0000e-05, Loss: 1.4770e-01, Data Loss: 1.4650e-01, Physics Loss: 1.1975e-03 
Epoch 27000, LR: 1.0000e-05, Loss: 1.4747e-01, Data Loss: 1.4628e-01, Physics Loss: 1.1863e-03 
Epoch 28000, LR: 1.0000e-05, Loss: 1.4714e-01, Data Loss: 1.4597e-01, Physics Loss: 1.1698e-03 
Epoch 29000, LR: 1.0000e-05, Loss: 1.4677e-01, Data Loss: 1.4562e-01, Physics Loss: 1.1526e-03 
Epoch 30000, LR: 1.0000e-05, Loss: 1.4645e-01, Data Loss: 1.4531e-01, Physics Loss: 1.1397e-03 
Epoch 31000, LR: 1.0000e-05, Loss: 1.4616e-01, Data Loss: 1.4504e-01, Physics Loss: 1.1187e-03 
Epoch 32000, LR: 1.0000e-06, Loss: 1.4591e-01, Data Loss: 1.4480e-01, Physics Loss: 1.1067e-03 
Epoch 33000, LR: 1.0000e-06, Loss: 1.4588e-01, Data Loss: 1.4477e-01, Physics Loss: 1.1057e-03 
Epoch 34000, LR: 1.0000e-06, Loss: 1.4583e-01, Data Loss: 1.4473e-01, Physics Loss: 1.1040e-03 
Epoch 35000, LR: 1.0000e-06, Loss: 1.4577e-01, Data Loss: 1.4467e-01, Physics Loss: 1.1024e-03 
Epoch 36000, LR: 1.0000e-06, Loss: 1.4568e-01, Data Loss: 1.4458e-01, Physics Loss: 1.1002e-03 
Epoch 37000, LR: 1.0000e-06, Loss: 1.4557e-01, Data Loss: 1.4448e-01, Physics Loss: 1.0966e-03 
Epoch 38000, LR: 1.0000e-06, Loss: 1.4547e-01, Data Loss: 1.4438e-01, Physics Loss: 1.0919e-03 
Epoch 39000, LR: 1.0000e-06, Loss: 1.4537e-01, Data Loss: 1.4428e-01, Physics Loss: 1.0865e-03 
Epoch 40000, LR: 1.0000e-07, Loss: 1.4527e-01, Data Loss: 1.4419e-01, Physics Loss: 1.0814e-03 
Epoch 41000, LR: 1.0000e-07, Loss: 1.4526e-01, Data Loss: 1.4418e-01, Physics Loss: 1.0807e-03 
Epoch 42000, LR: 1.0000e-07, Loss: 1.4525e-01, Data Loss: 1.4417e-01, Physics Loss: 1.0809e-03 
Epoch 43000, LR: 1.0000e-07, Loss: 1.4523e-01, Data Loss: 1.4415e-01, Physics Loss: 1.0812e-03 
Epoch 44000, LR: 1.0000e-07, Loss: 1.4521e-01, Data Loss: 1.4413e-01, Physics Loss: 1.0815e-03 
Epoch 45000, LR: 1.0000e-07, Loss: 1.4519e-01, Data Loss: 1.4411e-01, Physics Loss: 1.0816e-03 
Epoch 46000, LR: 1.0000e-07, Loss: 1.4517e-01, Data Loss: 1.4409e-01, Physics Loss: 1.0814e-03 
Epoch 47000, LR: 1.0000e-07, Loss: 1.4515e-01, Data Loss: 1.4407e-01, Physics Loss: 1.0810e-03 
Epoch 48000, LR: 1.0000e-08, Loss: 1.4513e-01, Data Loss: 1.4405e-01, Physics Loss: 1.0807e-03 
Epoch 49000, LR: 1.0000e-08, Loss: 1.4513e-01, Data Loss: 1.4405e-01, Physics Loss: 1.0810e-03 
Mean L2 Error: 4.7206e+01 
Relative L2 Error: 7.7883e-01 
